name,site,subtypes,category,type,borough,street,city,postal_code,us_state,latitude,longitude,rating,reviews,reviews_per_score_1,reviews_per_score_2,reviews_per_score_3,reviews_per_score_4,reviews_per_score_5,photos_count,verified,location_link,place_id,google_id
Shoshone Apartments,https://www.jandgcompanies.com/community/shoshone-apartments/,"Apartment rental agency, Apartment building, Apartment complex",Apartment rental agency,Apartment rental agency,,2301 Osage Ct,Lafayette,47909.0,Indiana,40.3938293,-86.8724822,3.6,14,4,1,0,1,8,47,True,"https://www.google.com/maps/place/Shoshone+Apartments/@40.3938293,-86.8724822,14z/data=!4m8!1m2!2m1!1sShoshone+Apartments!3m4!1s0x88131d0f5562bb5b:0xcfb05a22e9784863!8m2!3d40.3938293!4d-86.8724822",ChIJW7tiVQ8dE4gRY0h46SJasM8,0x88131d0f5562bb5b:0xcfb05a22e9784863
Fairway Apartments,https://www.fairway-apartments.com/,Apartment complex,Apartment complex,Apartment complex,,1304 Palmer Dr,West Lafayette,47906.0,Indiana,40.4526474,-86.9277378,3.9,166,38,1,4,21,102,32,True,"https://www.google.com/maps/place/Fairway+Apartments/@40.4526474,-86.9277378,14z/data=!4m8!1m2!2m1!1sFairway+Apartments!3m4!1s0x8812fd162ec2c999:0xfe9e1b1303cb6622!8m2!3d40.4526474!4d-86.9277378",ChIJmcnCLhb9EogRImbLAxMbnv4,0x8812fd162ec2c999:0xfe9e1b1303cb6622
Grant Street Station,http://grantstreetstation.com/,Apartment complex,Apartment complex,Apartment complex,,320 S Grant St,West Lafayette,47906.0,Indiana,40.4195482,-86.90997259999999,3.3,33,8,3,5,5,12,6,True,"https://www.google.com/maps/place/Grant+Street+Station/@40.4195482,-86.90997259999999,14z/data=!4m8!1m2!2m1!1sGrant+Street+Station!3m4!1s0x8812e2a50b1d5229:0x7265079c460356bf!8m2!3d40.4195482!4d-86.90997259999999",ChIJKVIdC6XiEogRv1YDRpwHZXI,0x8812e2a50b1d5229:0x7265079c460356bf
University Crossing Apartments and Townhomes,https://www.leaselafayette.com/,Apartment complex,Apartment complex,Apartment complex,,2601 Soldiers Home Rd,West Lafayette,47906.0,Indiana,40.45498389999999,-86.90420069999999,3.8,239,43,13,23,25,135,99,True,"https://www.google.com/maps/place/University+Crossing+Apartments+and+Townhomes/@40.454983899999995,-86.90420069999999,14z/data=!4m8!1m2!2m1!1sUniversity+Crossing+Apartments+and+Townhomes!3m4!1s0x8812fd61b14d1ee7:0x997df2ea570ea4d7!8m2!3d40.454983899999995!4d-86.90420069999999",ChIJ5x5NsWH9EogR16QOV-ryfZk,0x8812fd61b14d1ee7:0x997df2ea570ea4d7
4UP Apartments @ Purdue,https://4up.bkmgmt.com/,Apartment complex,Apartment complex,Apartment complex,,353 Vine St,West Lafayette,47906.0,Indiana,40.4272624,-86.9084209,4.1,14,3,0,0,0,11,15,True,"https://www.google.com/maps/place/4UP+Apartments+%40+Purdue/@40.4272624,-86.9084209,14z/data=!4m8!1m2!2m1!1s4UP+Apartments+%40+Purdue!3m4!1s0x8812e361d2eed9bd:0x2d8cf93d0b23523c!8m2!3d40.4272624!4d-86.9084209",ChIJvdnu0mHjEogRPFIjCz35jC0,0x8812e361d2eed9bd:0x2d8cf93d0b23523c
EVER West Lafayette,http://everwestlafayette.com/,Apartment rental agency,Apartment rental agency,Apartment rental agency,,147 W Wood St,West Lafayette,47906.0,Indiana,40.4215518,-86.9070455,4.3,34,6,0,0,1,27,30,True,"https://www.google.com/maps/place/EVER+West+Lafayette/@40.421551799999996,-86.9070455,14z/data=!4m8!1m2!2m1!1sEVER+West+Lafayette!3m4!1s0x8812e3a5961a1001:0x2a16b2deaf09520b!8m2!3d40.421551799999996!4d-86.9070455",ChIJARAalqXjEogRC1IJr96yFio,0x8812e3a5961a1001:0x2a16b2deaf09520b
Aspire at Discovery Park,https://www.liveaspirepurdue.com/%3Fswitch_cls%5Bid%5D%3D96066%26utm_source%3Dgoogle-entrataseo%26utm_medium%3Dorganic%26utm_campaign%3Dgmb%26utm_content%3Dwebsiteclick,"Apartment complex, Apartment building, Apartment rental agency, Furnished apartment building",Apartment complex,Apartment complex,,1245 W State St,West Lafayette,47906.0,Indiana,40.423625,-86.92467189999999,3.6,105,25,9,5,13,53,128,True,"https://www.google.com/maps/place/Aspire+at+Discovery+Park/@40.423625,-86.92467189999999,14z/data=!4m8!1m2!2m1!1sAspire+at+Discovery+Park!3m4!1s0x8812e352bcd2d265:0xc26fd02515e44b81!8m2!3d40.423625!4d-86.92467189999999",ChIJZdLSvFLjEogRgUvkFSXQb8I,0x8812e352bcd2d265:0xc26fd02515e44b81
Provenance Apartments,https://www.provenanceapartments.com/%3Futm_source%3DGoogleMyBusiness%26utm_medium%3Dorganic%26utm_campaign%3DGMB%26switch_cls%5Bid%5D%3D66734,"Apartment complex, Apartment rental agency",Apartment complex,Apartment complex,,1501 Mitch Daniels Blvd,West Lafayette,47906.0,Indiana,40.423793,-86.9308034,3.4,94,32,4,1,11,46,98,True,"https://www.google.com/maps/place/Provenance+Apartments/@40.423792999999996,-86.9308034,14z/data=!4m8!1m2!2m1!1sProvenance+Apartments!3m4!1s0x8812e3c9c6d240f5:0x289f5f81565207f2!8m2!3d40.423792999999996!4d-86.9308034",ChIJ9UDSxsnjEogR8gdSVoFfnyg,0x8812e3c9c6d240f5:0x289f5f81565207f2
Salem Courthouse Apartments,https://salemcourthouse.com/,Apartment complex,Apartment complex,Apartment complex,,3001 Courthouse Dr E,West Lafayette,47906.0,Indiana,40.461639,-86.9278703,4.1,172,23,8,8,19,114,64,True,"https://www.google.com/maps/place/Salem+Courthouse+Apartments/@40.461639,-86.9278703,14z/data=!4m8!1m2!2m1!1sSalem+Courthouse+Apartments!3m4!1s0x8812fd0e04a86bff:0xef82cb1fc415247b!8m2!3d40.461639!4d-86.9278703",ChIJ_2uoBA79EogReyQVxB_Lgu8,0x8812fd0e04a86bff:0xef82cb1fc415247b
Benchmark II Apartment Complex,https://www.housing.purdue.edu/my-housing/options/apartments/benchmark-2.html,Apartment complex,Apartment complex,Apartment complex,,440 S Grant St,West Lafayette,47906.0,Indiana,40.41701949999999,-86.9098793,3.9,11,1,1,1,3,5,7,False,"https://www.google.com/maps/place/Benchmark+II+Apartment+Complex/@40.417019499999995,-86.9098793,14z/data=!4m8!1m2!2m1!1sBenchmark+II+Apartment+Complex!3m4!1s0x8812e2a4f0904419:0xf7b06bb023e58159!8m2!3d40.417019499999995!4d-86.9098793",ChIJGUSQ8KTiEogRWYHlI7BrsPc,0x8812e2a4f0904419:0xf7b06bb023e58159
The Century at Purdue Research Park,https://www.thecenturyapartments.com/%3Futm_source%3DGMB%26utm_medium%3Dorganic,"Apartment complex, Apartment building, Apartment rental agency",Apartment complex,Apartment complex,,3483 Apollo Ln,West Lafayette,47906.0,Indiana,40.4674992,-86.9263829,4.7,314,17,5,0,4,288,111,True,"https://www.google.com/maps/place/The+Century+at+Purdue+Research+Park/@40.4674992,-86.9263829,14z/data=!4m8!1m2!2m1!1sThe+Century+at+Purdue+Research+Park!3m4!1s0x8812fd1b28d3f505:0xb9b8fc99c5e5b1d0!8m2!3d40.4674992!4d-86.9263829",ChIJBfXTKBv9EogR0LHlxZn8uLk,0x8812fd1b28d3f505:0xb9b8fc99c5e5b1d0
52 Flats,http://52flats.com/,Apartment complex,Apartment complex,Apartment complex,,3004 Pemberly Ct,West Lafayette,47906.0,Indiana,40.45835599999999,-86.96268409999999,4.4,25,3,1,0,0,21,53,True,"https://www.google.com/maps/place/52+Flats/@40.458355999999995,-86.96268409999999,14z/data=!4m8!1m2!2m1!1s52+Flats!3m4!1s0x8812fd66b846d2d1:0x8af10bce6d70786b!8m2!3d40.458355999999995!4d-86.96268409999999",ChIJ0dJGuGb9EogRa3hwbc4L8Yo,0x8812fd66b846d2d1:0x8af10bce6d70786b
Village West,https://www.livevillagewest.com/%3Futm_source%3Dllm%26utm_medium%3Dorganic%26utm_campaign%3Dlocal-listing,"Apartment complex, Student housing center",Apartment complex,Apartment complex,,2053 Willowbrook Dr,West Lafayette,47906.0,Indiana,40.447129,-86.9391167,3.3,250,69,18,24,56,83,120,True,"https://www.google.com/maps/place/Village+West/@40.447129,-86.9391167,14z/data=!4m8!1m2!2m1!1sVillage+West!3m4!1s0x8812fd2132374d7f:0xf305be2089528f6a!8m2!3d40.447129!4d-86.9391167",ChIJf003MiH9EogRao9SiSC-BfM,0x8812fd2132374d7f:0xf305be2089528f6a
Lark West Lafayette,https://larkwestlafayette.com/,"Apartment building, Apartment complex",Apartment complex,Apartment building,,3800 Campus Suites Blvd,West Lafayette,47906.0,Indiana,40.4725431,-86.94590939999999,3.1,420,164,21,18,41,176,254,True,"https://www.google.com/maps/place/Lark+West+Lafayette/@40.472543099999996,-86.94590939999999,14z/data=!4m8!1m2!2m1!1sLark+West+Lafayette!3m4!1s0x8812fcfeab6c548b:0x37415e410d4aa11a!8m2!3d40.472543099999996!4d-86.94590939999999",ChIJi1Rsq_78EogRGqFKDUFeQTc,0x8812fcfeab6c548b:0x37415e410d4aa11a
Station 21,https://www.station21wl.com/%3Futm_source%3Dllm%26utm_medium%3Dorganic%26utm_campaign%3Dlocal-listing,"Apartment complex, Student housing center",Apartment complex,Apartment complex,,2110 McCormick Rd,West Lafayette,47906.0,Indiana,40.4492364,-86.9439451,2.7,75,36,5,3,8,23,82,True,"https://www.google.com/maps/place/Station+21/@40.4492364,-86.9439451,14z/data=!4m8!1m2!2m1!1sStation+21!3m4!1s0x8812fd0250b0b0c5:0x549ac35e02467585!8m2!3d40.4492364!4d-86.9439451",ChIJxbCwUAL9EogRhXVGAl7DmlQ,0x8812fd0250b0b0c5:0x549ac35e02467585
Cheswick Village Apartments,https://www.cheswickvillage.com/%3Futm_source%3DGBP%26utm_medium%3Dorganic,"Apartment building, Apartment complex",Apartment building,Apartment building,,3422 Cheswick Ct,West Lafayette,47906.0,Indiana,40.465801,-86.945151,4.3,43,3,3,3,3,31,62,True,"https://www.google.com/maps/place/Cheswick+Village+Apartments/@40.465801,-86.945151,14z/data=!4m8!1m2!2m1!1sCheswick+Village+Apartments!3m4!1s0x8812fcfcffdfbc2f:0xb86163af4388c833!8m2!3d40.465801!4d-86.945151",ChIJL7zf__z8EogRM8iIQ69jYbg,0x8812fcfcffdfbc2f:0xb86163af4388c833
Happy Hollow Apartments,https://www.leaselafayette.com/,Apartment complex,Apartment complex,Apartment complex,,2410 Happy Hollow Rd,West Lafayette,47906.0,Indiana,40.4517418,-86.9014065,4.3,32,1,1,3,9,18,22,True,"https://www.google.com/maps/place/Happy+Hollow+Apartments/@40.4517418,-86.9014065,14z/data=!4m8!1m2!2m1!1sHappy+Hollow+Apartments!3m4!1s0x8813029ff26e2c79:0x170786c76041a27a!8m2!3d40.4517418!4d-86.9014065",ChIJeSxu8p8CE4gReqJBYMeGBxc,0x8813029ff26e2c79:0x170786c76041a27a
Redpoint West Lafayette,https://redpoint-westlafayette.com/,"Apartment building, Apartment complex",Apartment complex,Apartment building,,2900 Snowdrop Drive,West Lafayette,47906.0,Indiana,40.4544171,-86.9602401,3.0,304,118,14,13,59,100,132,True,"https://www.google.com/maps/place/Redpoint+West+Lafayette/@40.4544171,-86.9602401,14z/data=!4m8!1m2!2m1!1sRedpoint+West+Lafayette!3m4!1s0x8812fcea50ad707d:0x4ce03a7aff29e36c!8m2!3d40.4544171!4d-86.9602401",ChIJfXCtUOr8EogRbOMp_3o64Ew,0x8812fcea50ad707d:0x4ce03a7aff29e36c
Blas,,Apartment building,Apartment building,Apartment building,,121 W Wood St,West Lafayette,47906.0,Indiana,40.4214964,-86.907158,5.0,11,0,0,0,0,11,1,False,"https://www.google.com/maps/place/Blas/@40.421496399999995,-86.907158,14z/data=!4m8!1m2!2m1!1sBlas!3m4!1s0x8812e3007a769469:0x2d6224ec323b6374!8m2!3d40.421496399999995!4d-86.907158",ChIJaZR2egDjEogRdGM7MuwkYi0,0x8812e3007a769469:0x2d6224ec323b6374
Peppermill Village Apartments,http://www.peppermillvillageapartments.com/,Apartment building,Apartment building,Apartment building,,3303 Peppermill Dr,West Lafayette,47906.0,Indiana,40.4615287,-86.9249954,3.7,88,22,5,1,13,47,112,True,"https://www.google.com/maps/place/Peppermill+Village+Apartments/@40.461528699999995,-86.9249954,14z/data=!4m8!1m2!2m1!1sPeppermill+Village+Apartments!3m4!1s0x8812fd0d8ec385c7:0x5e2ead3f9093530b!8m2!3d40.461528699999995!4d-86.9249954",ChIJx4XDjg39EogRC1OTkD-tLl4,0x8812fd0d8ec385c7:0x5e2ead3f9093530b
WestRidge Flats,https://www.westridgeflats.com/,Apartment complex,Apartment complex,Apartment complex,,2919 Elite Ln,West Lafayette,47906.0,Indiana,40.4598936,-86.9604584,3.8,65,15,2,4,7,37,137,True,"https://www.google.com/maps/place/WestRidge+Flats/@40.4598936,-86.9604584,14z/data=!4m8!1m2!2m1!1sWestRidge+Flats!3m4!1s0x8812fd18e60882e5:0xb8051899e20ac6f1!8m2!3d40.4598936!4d-86.9604584",ChIJ5YII5hj9EogR8cYK4pkYBbg,0x8812fd18e60882e5:0xb8051899e20ac6f1
Weida Apartments,http://www.weidaapartments.com/%3Futm_source%3Dgmb%26utm_medium%3Dkp,"Apartment rental agency, Student housing center",Apartment rental agency,Apartment rental agency,,302 Vine St OFC,West Lafayette,47906.0,Indiana,40.4259754,-86.9078974,2.4,103,56,8,4,8,27,30,True,"https://www.google.com/maps/place/Weida+Apartments/@40.4259754,-86.9078974,14z/data=!4m8!1m2!2m1!1sWeida+Apartments!3m4!1s0x88131d551e8f57a5:0xb84be4e437b89d31!8m2!3d40.4259754!4d-86.9078974",ChIJpVePHlUdE4gRMZ24N-TkS7g,0x88131d551e8f57a5:0xb84be4e437b89d31
RISE on Chauncey,https://riseonchauncey.com/%3Futm_source%3DGBP%26utm_medium%3Dorganic%26utm_perq%3Dgbp,"Apartment building, Apartment complex, Furnished apartment building",Apartment building,Apartment building,,100 S Chauncey Ave,West Lafayette,47906.0,Indiana,40.4226727,-86.90687659999999,3.3,174,68,4,3,7,92,205,True,"https://www.google.com/maps/place/RISE+on+Chauncey/@40.4226727,-86.90687659999999,14z/data=!4m8!1m2!2m1!1sRISE+on+Chauncey!3m4!1s0x8812e3cf58ab0da1:0x7aedf0670632ac5f!8m2!3d40.4226727!4d-86.90687659999999",ChIJoQ2rWM_jEogRX6wyBmfw7Xo,0x8812e3cf58ab0da1:0x7aedf0670632ac5f
Ananda Apartments,http://www.anandaapts.com/,Apartment complex,Apartment complex,Apartment complex,,1008 N Salisbury St,West Lafayette,47906.0,Indiana,40.4356839,-86.9052545,3.5,32,8,1,2,9,12,10,True,"https://www.google.com/maps/place/Ananda+Apartments/@40.4356839,-86.9052545,14z/data=!4m8!1m2!2m1!1sAnanda+Apartments!3m4!1s0x8812e2a8fb3172c3:0xb38e685404220445!8m2!3d40.4356839!4d-86.9052545",ChIJw3Ix-6jiEogRRQQiBFRojrM,0x8812e2a8fb3172c3:0xb38e685404220445
Crestview Apartments,http://www.cv-apt.com/,"Apartment building, Apartment complex",Apartment building,Apartment building,,270 Littleton St,West Lafayette,47906.0,Indiana,40.4267087,-86.9032593,2.1,63,39,5,2,5,12,7,True,"https://www.google.com/maps/place/Crestview+Apartments/@40.4267087,-86.9032593,14z/data=!4m8!1m2!2m1!1sCrestview+Apartments!3m4!1s0x8812e2aa14d5c061:0x627af2cfebf66ee5!8m2!3d40.4267087!4d-86.9032593",ChIJYcDVFKriEogR5W7268_yemI,0x8812e2aa14d5c061:0x627af2cfebf66ee5
Pine Manor,,Apartment building,Apartment building,Apartment building,,"Pine Manor Apartments, 2367 Yeager Rd",West Lafayette,47906.0,Indiana,40.4523744,-86.925297,3.5,30,8,1,2,7,12,4,True,"https://www.google.com/maps/place/Pine+Manor/@40.4523744,-86.925297,14z/data=!4m8!1m2!2m1!1sPine+Manor!3m4!1s0x8812fd1576fdfa17:0xdc18e490d763f06!8m2!3d40.4523744!4d-86.925297",ChIJF_r9dhX9EogRBj92DUmOwQ0,0x8812fd1576fdfa17:0xdc18e490d763f06
Chapelgate Park,http://www.chapelgatepark.com/,"Apartment complex, Apartment building, Apartment rental agency",Apartment complex,Apartment complex,,3151 Chapelgate Way,West Lafayette,47906.0,Indiana,40.4660473,-86.9656406,3.4,14,3,1,1,6,3,30,True,"https://www.google.com/maps/place/Chapelgate+Park/@40.4660473,-86.9656406,14z/data=!4m8!1m2!2m1!1sChapelgate+Park!3m4!1s0x8812fc8c45645e9b:0xbc464ef8870cf0c4!8m2!3d40.4660473!4d-86.9656406",ChIJm15kRYz8EogRxPAMh_hORrw,0x8812fc8c45645e9b:0xbc464ef8870cf0c4
Romney Meadows Apartment Homes,,Apartment building,Apartment building,Apartment building,,2905 Westchester Ln W,Lafayette,47909.0,Indiana,40.3869052,-86.9153195,2.9,48,18,6,5,2,17,5,False,"https://www.google.com/maps/place/Romney+Meadows+Apartment+Homes/@40.3869052,-86.9153195,14z/data=!4m8!1m2!2m1!1sRomney+Meadows+Apartment+Homes!3m4!1s0x8812e2630f7fab4f:0xeb075153b7654589!8m2!3d40.3869052!4d-86.9153195",ChIJT6t_D2PiEogRiUVlt1NRB-s,0x8812e2630f7fab4f:0xeb075153b7654589
Southern Winds,https://www.southernwindsapt.com/,Apartment complex,Apartment complex,Apartment complex,,710 Veterans Memorial Pkwy S,Lafayette,47909.0,Indiana,40.3726782,-86.9162166,4.0,71,9,5,2,14,41,75,True,"https://www.google.com/maps/place/Southern+Winds/@40.372678199999996,-86.9162166,14z/data=!4m8!1m2!2m1!1sSouthern+Winds!3m4!1s0x8812e26c88cfe6b5:0xf98c81a8af6f25b8!8m2!3d40.372678199999996!4d-86.9162166",ChIJtebPiGziEogRuCVvr6iBjPk,0x8812e26c88cfe6b5:0xf98c81a8af6f25b8
Foxfire at Valley Lakes Apartments,http://www.foxfireapartments.com/,Apartment complex,Apartment complex,Apartment complex,,2121 Kyra Dr,Lafayette,47909.0,Indiana,40.3658621,-86.8680887,4.2,61,6,1,4,11,39,98,True,"https://www.google.com/maps/place/Foxfire+at+Valley+Lakes+Apartments/@40.3658621,-86.8680887,14z/data=!4m8!1m2!2m1!1sFoxfire+at+Valley+Lakes+Apartments!3m4!1s0x88131dc8fb1caaed:0xa0dad5242108f922!8m2!3d40.3658621!4d-86.8680887",ChIJ7aoc-8gdE4gRIvkIISTV2qA,0x88131dc8fb1caaed:0xa0dad5242108f922
Spring Gardens Apartments,,Apartment complex,Apartment complex,Apartment complex,,350 Teal Rd,Lafayette,47905.0,Indiana,40.3902931,-86.9108047,2.7,78,28,11,13,6,20,3,False,"https://www.google.com/maps/place/Spring+Gardens+Apartments/@40.3902931,-86.9108047,14z/data=!4m8!1m2!2m1!1sSpring+Gardens+Apartments!3m4!1s0x8812e27d6905d9d9:0x3f6230ac85f02b74!8m2!3d40.3902931!4d-86.9108047",ChIJ2dkFaX3iEogRdCvwhawwYj8,0x8812e27d6905d9d9:0x3f6230ac85f02b74
Friendship House Community,http://www.fhcindiana.com/,Apartment building,Apartment building,Apartment building,,1010 Cumberland Ave,West Lafayette,47906.0,Indiana,40.461338,-86.921401,4.5,73,3,0,4,19,47,20,False,"https://www.google.com/maps/place/Friendship+House+Community/@40.461338,-86.921401,14z/data=!4m8!1m2!2m1!1sFriendship+House+Community!3m4!1s0x8812fd6d5c074d0d:0x2c72624995fadd9d!8m2!3d40.461338!4d-86.921401",ChIJDU0HXG39EogRnd36lUliciw,0x8812fd6d5c074d0d:0x2c72624995fadd9d
Churchwoods Apartments,https://churchwoods-apts.com/,Apartment complex,Apartment complex,Apartment complex,,320 Chapel Dr,Lafayette,47909.0,Indiana,40.3919901,-86.91104469999999,5.0,23,0,0,0,0,23,19,True,"https://www.google.com/maps/place/Churchwoods+Apartments/@40.3919901,-86.91104469999999,14z/data=!4m8!1m2!2m1!1sChurchwoods+Apartments!3m4!1s0x8812e30012037919:0x4a3f8a07d5f1e562!8m2!3d40.3919901!4d-86.91104469999999",ChIJGXkDEgDjEogRYuXx1QeKP0o,0x8812e30012037919:0x4a3f8a07d5f1e562
McCarty Place Apartments,http://liveatmcarty.com/,Apartment building,Apartment building,Apartment building,,3545 McCarty Ln,Lafayette,47905.0,Indiana,40.40135,-86.850606,2.5,11,6,1,0,1,3,,True,"https://www.google.com/maps/place/McCarty+Place+Apartments/@40.40135,-86.850606,14z/data=!4m8!1m2!2m1!1sMcCarty+Place+Apartments!3m4!1s0x88131cef75131f5b:0xf19253a8eb602b13!8m2!3d40.40135!4d-86.850606",ChIJWx8Tde8cE4gREytg66hTkvE,0x88131cef75131f5b:0xf19253a8eb602b13
Southridge Commons Apartments,https://www.liveatsouthridgecommons.com/%3Futm_knock%3Dg,Apartment complex,Apartment complex,Apartment complex,,2319 Old Romney Rd,Lafayette,47909.0,Indiana,40.3942931,-86.91169769999999,3.5,64,14,5,5,17,23,28,True,"https://www.google.com/maps/place/Southridge+Commons+Apartments/@40.3942931,-86.91169769999999,14z/data=!4m8!1m2!2m1!1sSouthridge+Commons+Apartments!3m4!1s0x8812e2861bac846f:0x8ecc7560529ee565!8m2!3d40.3942931!4d-86.91169769999999",ChIJb4SsG4biEogRZeWeUmB1zI4,0x8812e2861bac846f:0x8ecc7560529ee565
Sun Villas Apartments,,Apartment complex,Apartment complex,Apartment complex,,2524 Eckman Dr,Lafayette,47909.0,Indiana,40.3903761,-86.8940583,2.9,16,6,0,4,1,5,2,True,"https://www.google.com/maps/place/Sun+Villas+Apartments/@40.3903761,-86.8940583,14z/data=!4m8!1m2!2m1!1sSun+Villas+Apartments!3m4!1s0x88131da8f7f3012d:0xa5417b1a6d477de8!8m2!3d40.3903761!4d-86.8940583",ChIJLQHz96gdE4gR6H1HbRp7QaU,0x88131da8f7f3012d:0xa5417b1a6d477de8
Georgetown South,,Apartment complex,Apartment complex,Apartment complex,,1855 Shoshone Dr,Lafayette,47909.0,Indiana,40.3932277,-86.873302,2.9,121,41,11,18,18,33,58,True,"https://www.google.com/maps/place/Georgetown+South/@40.3932277,-86.873302,14z/data=!4m8!1m2!2m1!1sGeorgetown+South!3m4!1s0x88131d0618cf4ff3:0xa18d023d8566b207!8m2!3d40.3932277!4d-86.873302",ChIJ80_PGAYdE4gRB7JmhT0CjaE,0x88131d0618cf4ff3:0xa18d023d8566b207
Chatham Square Apartments,https://chathamsquareapts.com/,Apartments,Apartments,Apartments,,3619 Champlain St,Lafayette,47905.0,Indiana,40.4310791,-86.8470169,4.3,48,3,0,4,13,28,12,False,"https://www.google.com/maps/place/Chatham+Square+Apartments/@40.4310791,-86.8470169,14z/data=!4m8!1m2!2m1!1sChatham+Square+Apartments!3m4!1s0x8815e510ccdc9195:0xbdea6053405cf6f8!8m2!3d40.4310791!4d-86.8470169",ChIJlZHczBDlFYgR-PZcQFNg6r0,0x8815e510ccdc9195:0xbdea6053405cf6f8
Elston Point,http://elstonpoint.com/,Apartment complex,Apartment complex,Apartment complex,,374 Elston Rd,Lafayette,47909.0,Indiana,40.3936455,-86.9127523,4.0,26,3,2,0,9,12,61,True,"https://www.google.com/maps/place/Elston+Point/@40.3936455,-86.9127523,14z/data=!4m8!1m2!2m1!1sElston+Point!3m4!1s0x8812e2889bf586f9:0xf365265ef61b5564!8m2!3d40.3936455!4d-86.9127523",ChIJ-Yb1m4jiEogRZFUb9l4mZfM,0x8812e2889bf586f9:0xf365265ef61b5564
Cross Winds Apartments,http://www.crosswindslaf.com/,Apartment complex,Apartment complex,Apartment complex,,3763 Winston Dr,Lafayette,47905.0,Indiana,40.3892089,-86.83340869999999,3.5,81,19,7,6,11,38,52,True,"https://www.google.com/maps/place/Cross+Winds+Apartments/@40.3892089,-86.83340869999999,14z/data=!4m8!1m2!2m1!1sCross+Winds+Apartments!3m4!1s0x88131c885c58980d:0xf9b7724cdc056305!8m2!3d40.3892089!4d-86.83340869999999",ChIJDZhYXIgcE4gRBWMF3Exyt_k,0x88131c885c58980d:0xf9b7724cdc056305
